fnid,residential_density,landusemix,open_ratio,intersections_destiny,center,airport,railway,dock,coach,trans_count,sport_count,public_count,company_count,hospital_count,govern_count,life_count,edu_count,shopping_count,finance_count,attractions_count,food_service_count,cityBranch,cycleway,freeway,innerRoad,mainRoad,notBuiltRoad,sideWalks,subrbanRoad,urbunSecondary
11479,0,0.69758996,0.327576667,0.037037037,0.135822891,0.173557603,0.003495458,0.078428248,0.053527735,0.107142857,0.071428571,0.017857143,0.053571429,0.107142857,0.107142857,0.25,0.107142857,0.035714286,0,0,0.160714286,0,0,0,0,0.313858851,0,0.084030514,0,0.602110634
3979,0,0.146880097,0,0.05,0.135822891,0.173557603,0.003495458,0.078428248,0.053527735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8274,2.38829E-05,0.152727153,0.955098889,0,0.135822891,0.173557603,0.003495458,0.078428248,0.053527735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17580,0.000620954,0.716152376,0.032097778,0.527777778,0.235959618,0.223673996,0.145182036,0.076187088,0.094409159,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.363432436,0,0.146165943,0.193068367,0.095793411,0.160681294,0,0,0.04085855
16864,0.011378925,0.708370721,0.046736667,0.101851852,0.235959618,0.223673996,0.145182036,0.076187088,0.094409159,0,0.333333333,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14014,0.009148218,0.460161555,0.660563333,0.333333333,0.270714981,0.237881458,0.165192804,0.086291699,0.13436422,0,0,0,0,0,0.571428572,0.142857143,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0
13639,0.049618078,0.440034456,0,0.416666667,0.156820269,0.190855489,0.060024957,0.061546681,0.050924542,0.057142857,0.057142857,0,0.771428572,0,0,0.028571429,0,0,0,0,0.085714286,0.575100968,0,0,0,0.424899032,0,0,0,0
16510,0.303264226,0.630360898,0.070165556,0.138888889,0.235959618,0.223673996,0.145182036,0.076187088,0.094409159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7575,0.011810495,0.181062315,0,0.046296296,0.285863106,0.241536107,0.166844701,0.008599559,0.026999699,0.076923077,0,0,0.538461538,0,0.076923077,0.038461539,0,0,0,0,0.269230769,0,0,0,0,0,0,0,0,0
7915,2.38829E-05,0.044051438,0.985483333,0,0.135822891,0.173557603,0.003495458,0.078428248,0.053527735,0.25,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1485,0,0.20793751,0,0,0.281812473,0.239444947,0.161111335,0.000114741,0.000465593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10066,0.296693918,0.752023435,0.037938889,0.287037037,0.16509042,0.192105893,0.052822666,0.05835188,0.047506616,0.75,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17920,0.014580477,0.729784477,0.102281111,0.138888889,0.038220525,0.145770951,0.151662243,0.143200385,0.04471939,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14699,0,0.733650635,0,0.083333333,0.132260074,0.172093338,0,0.079161814,0.05149691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16862,0.065799501,0.697688477,0.057397778,0.111111111,0.223401096,0.218512631,0.124742682,0.064103635,0.03146972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12553,0,0.746178979,0.194078889,0.046296296,0.133912047,0.172772275,0.001615274,0.078778636,0.051827326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6503,0.000165915,0.568544458,0,0.166666667,0.283120487,0.239982521,0.162379222,0.001211888,0.004917585,0,0,0,0.833333333,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18622,0.432184434,0.710866655,0.02236,0.425925926,0,0.136104805,0.128202558,0.134299973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16144,0.064288268,0.780102175,0.036601111,0.166666667,0.206357798,0.210514766,0.099889012,0.05440226,0.043167695,0.075,0.05,0,0.25,0.05,0.025,0.175,0.2,0.05,0,0,0.15,0.248519303,0,0,0.288038872,0.463441826,0,0,0,0
10421,0.124684282,0.736976464,0.002171111,0.083333333,0.158402487,0.188968738,0.044676464,0.061441961,0.0424224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5770,0.009407152,0.664978044,0.15141,0.12037037,0.152017226,0.180867434,0.020982424,0.069713998,0.047580209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6495,0.303822146,0.708243368,0,0.263888889,0.281571909,0.239346078,0.160878151,0,0,0.044444444,0,0,0.511111111,0.022222222,0.022222222,0.2,0.066666667,0,0,0,0.133333333,0,0,0,0,0,0,0,0,0
10042,0,0.938753731,0.017134,0,0.135822891,0.173557603,0.003495458,0.078428248,0.053527735,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9701,0.025689274,0.477312287,0.804418889,0.027777778,0.135822891,0.173557603,0.003495458,0.078428248,0.053527735,0.148148148,0,0,0.851851852,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15778,0.338233918,0.843170428,0.005783333,0.37037037,0.145530784,0.185969022,0.050934551,0.065359107,0.03103245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6844,0,0.042248472,0.991921111,0,0.152017226,0.180867434,0.020982424,0.069713998,0.047580209,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17572,0.044125722,0.844497623,0.005741111,0.296296296,0.202159699,0.209075214,0.098212801,0.056360778,0.033280704,0.3,0.05,0.025,0.075,0.075,0.05,0.175,0.025,0,0,0,0.225,0.165635989,0,0,0.221544399,0.593227899,0,0,0,0.019591714
6121,0.005754726,0.173022593,0.787916667,0,0.135822891,0.173557603,0.003495458,0.078428248,0.053527735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15437,0.039715814,0.652353307,0.016944444,0.111111111,0.235959618,0.223673996,0.145182036,0.076187088,0.094409159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18633,0.087358626,0.723025092,0.076062222,0.12962963,0.039414282,0.146095308,0.153033793,0.143867441,0.047029815,0.333333333,0,0.333333333,0,0,0.166666667,0,0,0,0,0,0.166666667,1,0,0,0,0,0,0,0,0
18636,0.018947576,0.675521527,0.111458889,0.12962963,0.047352773,0.148378022,0.159503261,0.144927291,0.062328393,0.058823529,0,0.058823529,0.882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15425,0.05902423,0.870871972,0.050732222,0.157407407,0.146725823,0.186592503,0.055223956,0.06486274,0.039898864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6129,0.000179558,0.358276968,0.647742222,0,0.184405897,0.195487095,0.055956356,0.052285499,0.035685157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12927,0.012657732,0.742992502,0.021826667,0.175925926,0.181369876,0.200215363,0.075044558,0.057092571,0.069218858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8998,0.141442076,0.739806138,0,0.138888889,0.239442787,0.222598487,0.123303155,0.02566263,0.020094467,0.25,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11130,0.268620446,0.798629063,0.018831111,0.138888889,0.135822891,0.173557603,0.003495458,0.078428248,0.053527735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10416,0.119704221,0.681678319,0.414535556,0.092592593,0.135822891,0.173557603,0.003495458,0.078428248,0.053527735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17563,0.05036351,0.73398825,0.106303333,0.175925926,0.045096243,0.148927838,0.137485065,0.133055396,0.034157457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13638,0.105191184,0.602556212,0,0.472222222,0.149250662,0.187638321,0.056281101,0.064069961,0.042369547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7556,2.72969E-05,0.088856173,0.979745556,0,0.135822891,0.173557603,0.003495458,0.078428248,0.053527735,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13289,0.040882653,0.831585567,0.011296667,0.296296296,0.212175939,0.213237043,0.106928722,0.058452174,0.015163339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16847,0.000270519,0.673627319,0.400242222,0.231481481,0.07207206,0.159391722,0.094326294,0.106179029,0.014371715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11861,0,0.600150319,0.043876667,0.333333333,0.21651396,0.213887467,0.10662406,0.053562305,0.049955634,0.071428572,0,0.071428571,0.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13265,0,0.729866556,0.30002625,0.010416667,0.132260074,0.172093338,0,0.079161814,0.05149691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17927,0.013443596,0.726992108,0.047516667,0.185185185,0.12960126,0.179205531,0.103686153,0.091477873,0.06940945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.689061477,0,0.310938523,0,0,0,0
9689,0,0.528855711,0,0.018518519,0.135822891,0.173557603,0.003495458,0.078428248,0.053527735,0.095238095,0.023809524,0.071428571,0.19047619,0.119047619,0.261904762,0.119047619,0.023809524,0.047619048,0,0,0.071428571,0,0,0,0,1,0,0,0,0
13986,0.042244244,0.836527749,0,0.157407407,0.132260074,0.172093338,0,0.079161814,0.05149691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12572,0.017714421,0.765781708,0.145001111,0.490740741,0.196697769,0.20594642,0.088080062,0.052963387,0.06653044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11491,0.415258024,0.784774451,0.004108889,0.111111111,0.139390493,0.180355453,0.022815459,0.070110693,0.021984544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6479,0.000331485,0.127790208,0.938751111,0,0.135822891,0.173557603,0.003495458,0.078428248,0.053527735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12566,0.342973702,0.680212227,0.043595556,0.435185185,0.155461452,0.189240949,0.050038756,0.062376051,0.033042978,0.182608696,0.043478261,0,0.234782608,0.026086956,0.026086957,0.12173913,0.060869565,0,0,0,0.304347826,0.430909682,0,0,0,0.330655387,0,0.048693804,0,0.189741127
15066,0.047555286,0.685443478,0.384585556,0.351851852,0.146725823,0.186592503,0.055223956,0.06486274,0.039898864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11853,0.120603434,0.768725665,0.053405556,0.444444444,0.168214143,0.193821208,0.05848752,0.055526908,0.053095904,0,0,0,0.714285714,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13624,0,0.819197145,0.040893333,0,0.132260074,0.172093338,0,0.079161814,0.05149691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8285,0.112103116,0.811638277,0,0.296296296,0.28111265,0.239299467,0.161035314,0.003350538,0.005597513,0.384615385,0,0.076923077,0.461538462,0,0,0,0,0,0,0,0.076923077,0.699560895,0,0,0,0,0,0,0,0.300439105
14698,0,0.582415276,0,0,0.132260074,0.172093338,0,0.079161814,0.05149691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8984,0.054523195,0.693184572,0.655326667,0.074074074,0.135822891,0.173557603,0.003495458,0.078428248,0.053527735,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12557,0.002735955,0.738164908,0.07733,0.046296296,0.133912047,0.172772275,0.001615274,0.078778636,0.051827326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8277,0.018431974,0.608461724,0.376903333,0.092592593,0.160365114,0.189122309,0.043544428,0.059462654,0.032544848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5053,0.016536303,0.742992228,0.00499125,0.260416667,0.135822891,0.173557603,0.003495458,0.078428248,0.053527735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8980,0.01165483,0.662005577,0,0.194444444,0.135822891,0.173557603,0.003495458,0.078428248,0.053527735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16849,0.11418838,0.772637179,0.02939,0.240740741,0.11825107,0.176359918,0.073739476,0.081057795,0.032526876,0,0.076923077,0,0.230769231,0,0,0,0,0,0,0,0.692307693,0,0,0,0,0.170050416,0,0,0,0.829949584
13648,0.007865081,0.621808131,0.062547778,0.212962963,0.217121835,0.215931949,0.114523006,0.058061909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6841,0.017816606,0.309031653,0.79523,0.157407407,0.135822891,0.173557603,0.003495458,0.078428248,0.053527735,0.055555556,0.055555556,0.111111111,0.277777778,0.055555556,0,0.166666667,0,0,0,0,0.277777778,0,0,0,0,0,0,0,0,0
9329,5.37364E-05,0.599608185,0,0.027777778,0.135822891,0.173557603,0.003495458,0.078428248,0.053527735,0.048780488,0,0.024390244,0.146341463,0.073170732,0.048780488,0.292682927,0.024390244,0.048780488,0,0,0.317073171,0,0,0,0,0,0,0,0,0
17928,0.040807894,0.73751746,0.106783333,0.185185185,0.145160023,0.18541855,0.116081495,0.088881761,0.071045697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4691,0.000294638,0.508477339,0.001378571,0.035714286,0.135822891,0.173557603,0.003495458,0.078428248,0.053527735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17578,0.002786887,0.589646555,0.368875556,0.314814815,0.235959618,0.223673996,0.145182036,0.076187088,0.094409159,0.184,0.032,0.128,0.024,0.096,0,0.192,0.184,0,0,0,0.16,0.043192963,0,0,0.124380109,0.49433337,0,0.253333677,0,0.084759881
7189,0.003880963,0.36601802,0.000578889,0.037037037,0.135822891,0.173557603,0.003495458,0.078428248,0.053527735,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12196,0,0.720734246,0.184502222,0.055555556,0.135099653,0.173260363,0.002780427,0.078534114,0.052504267,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15079,2.38829E-05,0.732727354,0.045562222,0.240740741,0.235959618,0.223673996,0.145182036,0.076187088,0.094409159,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291869364,0,0,0,0.708130636
16480,0.038921322,0.761570533,0.04666,0.157407407,0,0.136104805,0.128202558,0.134299973,0,0.138888889,0,0,0.472222222,0,0,0.111111111,0.027777778,0,0,0,0.25,1,0,0,0,0,0,0,0,0
12570,0.030249222,0.692816035,0.022993333,0.305555556,0.18179407,0.199976864,0.074128807,0.055803645,0.072505784,0.45,0.05,0.05,0.05,0.1,0,0.15,0,0,0,0,0.15,0.464986998,0,0,0.408369974,0,0,0,0,0.126643028
15409,0.0002888,0.739765634,0.045785556,0.055555556,0.073477819,0.156098435,0.056978915,0.103667662,0.028609395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10761,0,0.176921435,0,0.064814815,0.135822891,0.173557603,0.003495458,0.078428248,0.053527735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5060,0.042426128,0.729862169,0.051286667,0.203703704,0.281571909,0.239346078,0.160878151,0,0,0.111111111,0,0,0.333333333,0,0.444444444,0,0,0,0,0,0.111111111,0,0,0.630668634,0,0,0,0,0,0.369331366
14367,0.32533715,0.560193696,0.27516,0.083333333,0.236097441,0.223730639,0.14531563,0.076121351,0.094675904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10417,0.091824021,0.622245665,0.411522222,0.111111111,0.134978118,0.174800871,0.007167219,0.076292715,0.045710743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7208,0.261155001,0.785223396,0.096972222,0.240740741,0.281571909,0.239346078,0.160878151,0,0,0,0,0,0.75,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
7906,0.003670877,0.563604489,0.049655556,0.018518519,0.135822891,0.173557603,0.003495458,0.078428248,0.053527735,0.206896552,0,0,0.051724138,0.155172414,0.103448276,0.206896552,0.017241379,0,0,0,0.25862069,1,0,0,0,0,0,0,0,0
16479,0.032177077,0.766512335,0.041457778,0.212962963,0,0.136104805,0.128202558,0.134299973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9342,0.008852249,0.387082256,0.80334,0.074074074,0.135822891,0.173557603,0.003495458,0.078428248,0.053527735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9348,0.072274189,0.839978408,0.183844444,0.342592593,0.143889188,0.182226901,0.027281382,0.067465059,0.03588671,0.416666667,0,0.083333333,0.166666667,0,0.083333333,0,0,0,0.083333333,0,0.166666667,0,0,0.192485762,0,0.613221652,0,0,0,0.194292586
7549,0.003444948,0.446026963,0.224483333,0.009259259,0.135822891,0.173557603,0.003495458,0.078428248,0.053527735,0.055555556,0.055555556,0.111111111,0.111111111,0.111111111,0,0.166666667,0.055555556,0,0,0.111111111,0.222222222,0,0,0,0,0,0,0,0,0
10067,0.431864407,0.725653811,0.037665556,0.259259259,0.16509042,0.192105893,0.052822666,0.05835188,0.047506616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7904,0.002062944,0.472613308,0.008195556,0.037037037,0.135822891,0.173557603,0.003495458,0.078428248,0.053527735,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15417,0.211508863,0.654511221,0.021044444,0.12037037,0.134060549,0.177179822,0.017194196,0.073464074,0.017165637,0,0,0,0.625,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0
11148,0,0.588750647,0.27903,0.152777778,0.234023001,0.221083421,0.123595953,0.045020902,0.049259625,0.428571428,0,0,0.285714286,0,0,0.142857143,0.142857143,0,0,0,0,0,0,1,0,0,0,0,0,0
7929,0.079454858,0.674930211,0,0.37037037,0.282504839,0.239729499,0.161782461,0.001078631,0.004376855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12567,0.184359674,0.769745201,0.045947778,0.592592593,0.162300881,0.192214101,0.057083353,0.060029353,0.047044237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15774,0.083403325,0.572068877,0.272813333,0.157407407,0.134060549,0.177179822,0.017194196,0.073464074,0.017165637,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16490,0.043594955,0.636877328,0.49732,0.203703704,0.112475102,0.173339558,0.060369063,0.083020967,0.017495838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14352,0.04528341,0.523932374,0.320653333,0.518518519,0.146725823,0.186592503,0.055223956,0.06486274,0.039898864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14705,0.381045689,0.852601615,0.023262222,0.268518519,0.135941902,0.180266454,0.027254827,0.070006032,0.003583582,0.092198582,0.056737589,0.035460993,0.124113475,0.014184397,0.007092198,0.382978723,0.131205674,0.007092198,0,0,0.15248227,0,0,0,0,0,0,0,0,1
10423,0.274328947,0.74738154,0.024315556,0.12962963,0.16509042,0.192105893,0.052822666,0.05835188,0.047506616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13997,0.00601144,0.216002304,0.000583333,0.314814815,0.156818633,0.19088206,0.060215765,0.061498367,0.051305524,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18642,0.012099411,0.74990605,0.109445556,0.083333333,0.082342944,0.159126392,0.193079657,0.147405802,0.129966982,0,0,0,1,0,0,0,0,0,0,0,0,0.089865381,0,0,0,0.539577691,0,0,0,0.370556927
16134,0.358852898,0.764057865,0.096977778,0.203703704,0.143122722,0.184367452,0.044338287,0.066596996,0.024963702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7552,0.163200903,0.724368856,0.142987778,0.231481481,0.135822891,0.173557603,0.003495458,0.078428248,0.053527735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16512,0.161108205,0.703163585,0.116363333,0,0.236143381,0.22374952,0.145360162,0.076099439,0.094764818,0.172413793,0.16091954,0.022988506,0.287356322,0.022988506,0.068965517,0.068965517,0.114942529,0,0,0,0.08045977,0,0,0,0,0,0,0,0,0
18291,0.042680412,0.565604512,0.505915556,0.398148148,0.233866531,0.222813769,0.141775477,0.074173179,0.083919253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11497,0.097695421,0.76246995,0.00981,0.472222222,0.172192403,0.195528132,0.062783226,0.053579324,0.060719447,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10073,0.001057379,0.690565545,0.012381429,0.511904762,0.244686108,0.225465799,0.131771813,0.035907482,0.022125655,0,0,0,0.851851852,0,0.074074074,0,0.074074074,0,0,0,0,0,0,0,0,0,0,0,0,0
11846,0.697057809,0.624774321,0.002348889,0.074074074,0.13466732,0.176263613,0.011356619,0.074053697,0.035837813,0.133333333,0,0,0.666666667,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17192,0.013355183,0.656119296,0,0.157407407,0,0.136104805,0.128202558,0.134299973,0,0,0,0,0.875,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,1,0,0
17579,0.000622576,0.668651172,0.189636667,0.555555556,0.235959618,0.223673996,0.145182036,0.076187088,0.094409159,0.15625,0.0625,0.0625,0,0.03125,0.09375,0.125,0.09375,0,0,0,0.375,1,0,0,0,0,0,0,0,0
17202,0.032143634,0.73823044,0.222245556,0.083333333,0.011642672,0.139236204,0.132528731,0.135905277,0.011744996,0.115384616,0.102564103,0.012820513,0.08974359,0.064102564,0.025641025,0.243589744,0.076923077,0.025641026,0,0,0.256410257,0.088062786,0,0,0,0.630845085,0,0,0,0.281092129
9341,0.06287688,0.625311855,0.579665556,0.111111111,0.135822891,0.173557603,0.003495458,0.078428248,0.053527735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12584,0.008709859,0.818201192,0.079214444,0.083333333,0.266627777,0.234788164,0.15620992,0.081953139,0.116428293,0.3,0.1,0.1,0.2,0,0.1,0,0.2,0,0,0,0,0.063451941,0.092364341,0,0,0.649755962,0,0.194427756,0,0
14005,0.067463463,0.691947855,0.058203333,0.166666667,0.217121835,0.215931949,0.114523006,0.058061909,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,1
5428,0.055820857,0.615186922,0.015392,0.05,0.281788416,0.23943506,0.161088017,0.000103267,0.000419034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14371,0.017025169,0.585354945,0.374347778,0.462962963,0.262618908,0.234312314,0.160149362,0.083646889,0.124294089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19358,0.000472433,0.824702698,0.037762222,0.12037037,0.082342944,0.159126392,0.193079657,0.147405802,0.129966982,0,0,0,0.818181819,0,0,0,0.090909091,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0
16128,0.003014213,0.654090651,0.06811,0.342592593,0.044086691,0.148100983,0.085468372,0.115920586,0.017165637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14004,0.065752787,0.764810153,0.042604444,0.259259259,0.217121835,0.215931949,0.114523006,0.058061909,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3270,0.000396049,0.595626358,0.12582375,0.03125,0.281571909,0.239346078,0.160878151,0,0,0.164948454,0.010309278,0.041237113,0.309278351,0.092783505,0.020618557,0.072164948,0.113402062,0,0.010309278,0,0.164948453,0.278290365,0,0,0,0.413339707,0,0,0,0.308369927
8287,0.038100979,0.561100352,0,0.37037037,0.27878775,0.238770379,0.160588738,0.01154153,0.017475926,0.114035088,0.01754386,0.01754386,0.192982456,0.035087719,0.114035088,0.192982456,0.052631579,0,0,0,0.263157894,0.125146531,0,0,0.109232157,0.744038974,0,0.021582338,0,0
11851,0.357602002,0.844681323,0.01651,0.203703704,0.161017354,0.190627138,0.050144587,0.059675967,0.039298554,0,0,0,0.851851852,0,0.074074074,0,0,0.074074074,0,0,0.037037037,1,0,0,0,0,0,0,0,0
15057,0.000611058,0.715844754,0,0.222222222,0.132260074,0.172093338,0,0.079161814,0.05149691,0.020408163,0,0,0.142857143,0.020408163,0.06122449,0.204081632,0,0,0,0,0.551020408,0,0,0.853389593,0,0,0,0.146610407,0,0
10765,0.02846568,0.63751143,0.085061111,0.037037037,0.135822891,0.173557603,0.003495458,0.078428248,0.053527735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18631,0.07267629,0.795364056,0.11128,0.092592593,0.028044468,0.143289802,0.147053011,0.141663083,0.025024412,0,0,0,0.647058824,0,0,0,0.05882353,0,0,0,0.294117647,0,0,0,0,0,0,0,0,1
15078,6.78677E-05,0.695549859,0.070877778,0.305555556,0.229680357,0.221093313,0.134962359,0.070145361,0.062939439,0.098039216,0.039215686,0.039215686,0.431372549,0,0,0.039215686,0.019607843,0.039215686,0,0,0.313725491,0,0,0,0,0,0,0,0,0
8270,0.008608347,0.481473001,0.802075556,0,0.135822891,0.173557603,0.003495458,0.078428248,0.053527735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12912,0,0.576378141,0.049355556,0,0.132724441,0.172284187,0.000450122,0.079023158,0.051150384,0.181818182,0,0.045454545,0.136363636,0.045454545,0.045454546,0.227272727,0.045454545,0,0,0,0.272727273,0.186330436,0,0,0,0.813669564,0,0,0,0
7547,0.005620379,0.516811643,0.0294,0.046296296,0.135822891,0.173557603,0.003495458,0.078428248,0.053527735,0,0,0,0.7,0,0,0.2,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
15423,0.091756346,0.812304859,0.179498889,0.351851852,0.146725823,0.186592503,0.055223956,0.06486274,0.039898864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6140,0.194822203,0.756800128,0.079134286,0.154761905,0.281571909,0.239346078,0.160878151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15070,0.016480351,0.684671202,0.022271111,0.138888889,0.167510262,0.194809237,0.069093721,0.059840018,0.051379101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13656,0.019793886,0.506803882,0.599442222,0.185185185,0.269445252,0.236163671,0.161141349,0.084298137,0.126274769,0.15,0,0.1,0.333333333,0.016666667,0,0.166666667,0.1,0,0.016666667,0,0.116666666,0,0,0,0,0.956784087,0,0,0,0.043215913
14358,0.000355792,0.840336865,0.007216667,0.212962963,0.202794215,0.208719078,0.095034694,0.053170725,0.057604209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
