fnid,main_road,inner_road,city_branch,urban_secondary,suburban_road,sidewalks,free_way,cycleway,not_built_road,TRANS,LODGING,SPORT,PUBLIC,COMPANY,HOSPITAL,BUSINESS,INDOOR,MOTO,GOVERN,CAR_SERVICE,CAR_REPAIR,CAR_SALE,LIFE,EDU,SHOPPING,TRANSIT,ROAD,FINANCE,ATTRACTION,FOOD_SERVICE
24588,0,1.033447268,0.158797184,0,0,0.333141118,0,0,0,0.100785236,0,0.313815767,0.268118629,0,0,0.201441307,0,0,0,0,0,0,0,0.128384824,0,0.197931561,0,0,0.813911124,0
24760,0.295129038,0,0,0,0,0,0.843615387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24821,0.122970432,1.162628176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25032,0,0,0.476391552,0.705464896,0,0,0,0,0,0.05452316,0.061654579,0.028294864,0.024174631,0.435451001,0,0,0,0,0,0.17420375,0.109119911,0,0.111792236,0.046302723,0,0.053538865,0,0,0,0.102819703
25054,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25094,0,1.550170902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25102,0.268299125,0,0.346466583,0,0,0.181713337,0,0,0,0.061590978,0,0.287664453,0,0,0,0,0,0,0,0,0,0,0.303081172,0.470744355,0.180762339,0.181437264,0,0,0,0
25134,0,0,0.952783103,0,0,0,0,0,0,0,0,1.035592032,0,0,0,0.443170875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250880074
25187,0.245940865,0.387542725,0.238195776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25371,0.163960577,0,0,0.940619862,0,0,0,0,0,0.831478196,0,0,0,0,0,0,0,0,0,0.442767865,0,0,0,0,0,0,0,0,0,0
25378,0.196752692,0,0,0,0,0,0,0,1.66366761,0.554318798,0,0,0.737326231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25459,0.109307051,0,0.423459157,0.470309931,0,0,0,0,0,0.350096083,0,0,0.155226575,0,0,0,0,0,0.163538943,0,0,0,0.071782383,0.222984168,0,0.229183913,0,0,0,0.066021072
25472,0.245940865,0.258361817,0.317594368,0,0,0,0,0,0,0.014213303,0,0.066384105,0.037811602,0.471087269,0.010966374,0.042612584,0.023453693,0,0,0.011353022,0.014222894,0.019926539,0.122398166,0.063369432,0.041714386,0,0,0.057828274,0,0.225148785
25487,0.098376346,0,0.762226483,0,0,0,0,0,0,0,0,0,0,0.885417035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25511,0,0,0.952783103,0,0,0,0,0,0,0,0,0,0,0.221354259,0.2138443,0,0,0,0,0,0,0,0.170483159,0.176529133,0,0,0,0,0,0.470400139
25539,0.196752692,0.31003418,0.381113241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25552,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25555,0.409901442,0,0.158797184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25576,0.049188173,0.15501709,0.476391552,0,0.408984362,0,0.421807693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25589,0.098376346,0,0.190556621,0,0,0,0.843615387,0.612805298,0,1.108637595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25862,0,0,0,0,0,0,0,0,0,0.017055963,0,0.079660926,0,0.612981024,0.052638597,0,0,0,0.023901845,0.08174176,0.034134947,0,0.104912714,0.021726663,0,0.016748055,0,0,0,0.038596935
25994,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26012,0.178866084,0.845547764,0,0,0.371803965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26021,0.245940865,0.516723634,0,0,0,0.333141118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26022,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26216,0.163960577,0,0,0.094061986,0,0.399769342,0.843615387,0,0,0.052792266,0.044772968,0.123284766,0,0.147569506,0,0.105516875,0,0,0.147963805,0.253010209,0.158483681,0.074012859,0.064945966,0.268996774,0,0.025919609,0,0,0,0.059733351
26220,0.327921153,0,0,0.470309931,0,0,0,0,0,0.098545564,0,0.01917763,0,0.088541704,0.076033529,0,0,0,0.034524888,0,0,0,0.197002762,0.047074435,0,0.036287453,0,0,0,0.65507575
26265,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26271,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26366,0.163960577,1.033447268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26440,0.089433042,0,0.259849937,0,0,0,0.383461539,0,1.0082834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26456,0,0,0.381113241,0.846557876,0,0,0,0,0,0.11210942,0.105644082,0,0.016569129,0.278558168,0,0.02489724,0,0,0,0.159197435,0.099720069,0,0.045972987,0.063471149,0,0.097853805,0,0,0,0.253698952
26493,0.245940865,0.387542725,0,0,0,0,0,0.766006622,0,0,0,0.86299336,0,0.442708518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26574,0.105403228,0.110726493,0.408335616,0,0,0,0.602582419,0,0,0.018026628,0.030576661,0.014032412,0.047956178,0.215955374,0.05563429,0.018015076,0,0,0.03789317,0,0,0,0.121971691,0.60852319,0,0.017701197,0,0,0.0363944,0.091785393
26625,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26644,0.081980288,0,0.476391552,0,0,0,0,0,0.924259783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.088623585,0,0,0,0
26650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26704,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26718,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26727,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26825,0.327921153,0,0.317594368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26906,0.175672046,0,0,0,0,0,1.355810443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26929,0.310662145,0,0.200585917,0,0,0.315607375,0,0,0,0.065213976,0,0.050764315,0,0.10416671,0.25158153,0,0,0,0.091389409,0.052090337,0,0,0.320909477,0.207681333,0,0.096055022,0,0,0,0.110682386
26953,0.113511168,0.238487831,0.073291008,0,0,0,1.135636097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.088623585,0,0,0,0
26960,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26971,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26996,0.368911297,0,0.238195776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27200,0.368911297,0,0.238195776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27261,0.163960577,0,0.158797184,0.705464896,0,0,0,0,0,0.237565199,0,0.061642383,0.052666159,0.063244074,0.061098372,0,0,0,0.110972854,0.063252552,0,0,0.194837897,0,0.116204361,0.194397069,0,0,0,0.179200053
27333,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27334,0.245940865,0,0.476391552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27521,0.061485216,0.193771363,0,0.705464896,0,0.499711677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27534,0,0,0.952783103,0,0,0,0,0,0,0.021319954,0,0,0,0.017027251,0.131596493,0,0,0,0,0,0,0,0.419650854,0.380216594,0,0.104675345,0,0,0,0.265353925
27569,0,0.775085451,0.476391552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27574,0.245940865,0,0,0,2.04492181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27654,0,0,0.952783103,0,0,0,0,0,0,0,0.149243227,0,0,0.056216955,0.081464495,0.035172292,0,0,0.049321268,0,0,0,0.411324448,0.022416398,0,0,0,0,0,0.557511276
27679,0,0,0,0,0,0,0,0,2.77277935,0,0,0,0,0.885417035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27688,0.351344093,0,0.136111872,0,0,0.28554953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27725,0.163960577,0.258361817,0,0,0,0.999423354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27785,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27889,0.467287643,0,0.047639155,0,0,0,0,0,0,0.158376799,0,0,0.052666159,0.189732222,0,0,0,0,0,0,0,0.444077157,0,0.554805847,0,0.038879414,0,0,0,0.044800013
27897,0,1.550170902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27931,0,0,0,0,4.08984362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28029,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28224,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28230,0.402448688,0.281849255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28246,0.49188173,0,0,0,0,0,0,0,0,0.016797539,0.085475666,0.026151314,0,0.469539337,0,0.033573551,0,0,0.023539696,0.107337664,0.03361775,0,0,0,0,0.04948289,0,0,0,0.30409706
28254,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28300,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28355,0,0.31003418,0,1.128743834,0,0,0,0,0,0.085279815,0,0.066384105,0.028358701,0.017027251,0.131596493,0,0,0,0,0.204354399,0.085337367,0,0.078684535,0.190108297,0,0.083740276,0,0,0,0.434215513
28386,0.327921153,0,0.317594368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28403,0,0,0.952783103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28407,0.163960577,0,0.317594368,0,0,0.666282236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28500,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28708,0,0,0.272223744,0.806245596,0,0,0,0,0.396111336,0.123181955,0,0,0,0.295139012,0,0,0,0,0,0,0,0,0.151540586,0.156914785,0,0.120958176,0,0,0,0.278755638
28709,0.357732167,0,0.086616646,0.25653269,0,0,0,0,0,0.11086376,0,0,0.073732623,0.132812555,0,0,0,0,0.077680998,0.708428585,0,0,0.136386528,0,0,0.108862359,0,0,0,0.062720019
28713,0,0,0,1.410929793,0,0,0,0,0,0.028426605,0.048217043,0,0.037811602,0.068109003,0.17546199,0,0,0,0,0,0,0,0.454621759,0.181055521,0,0.083740276,0,0,0,0.257312897
28945,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29035,0,0,0.852490145,0,0,0.210404917,0,0,0,0.085279815,0.144651128,0.265536419,0,0.272436011,0,0,0,0,0,0,0,0,0.104912714,0.217266625,0,0.083740276,0,0,0,0.096492336
29140,0.122970432,0.387542725,0.476391552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29189,0.044716521,0,0,1.026130758,0,0,0,0,0.5041417,0.260855905,0,0.203057261,0,0.10416671,0.201265224,0,0,0,0,0.104180674,0,0,0.080227369,0.166145066,0.191395418,0,0,0,0,0.147576514
29202,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29345,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29388,0,0,0.952783103,0,0,0,0,0,0,0.191879584,0.036162782,0.132768209,0,0,0.098697369,0,0,0,0.089631921,0,0,0,0.262281784,0.353058266,0,0.146545483,0,0,0,0.048246168
29496,0,0,0.952783103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29504,0.245940865,0.775085451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29779,0,0.387542725,0.476391552,0,0,0.499711677,0,0,0,0,0,1.725986721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29780,0,0.620068361,0.381113241,0,0,0.399769342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29784,0,1.550170902,0,0,0,0,0,0,0,0.085279815,0,0,0,0.74919903,0,0.170450337,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30027,0,0.581314088,0.476391552,0,0,0,0.263629808,0,0,0.06335072,0,0,0,0.733631258,0,0,0,0,0.133167425,0,0,0,0,0,0,0.031103531,0,0,0,0
30033,0.368911297,0.387542725,0,0,0,0,0,0,0,0.062753071,0.070960931,0,0.055647263,0.317413654,0,0.125425719,0,0,0,0.200498656,0.083727228,0,0.051466614,0.026645907,0,0.082160271,0,0,0,0.213011384
30080,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30121,0,0.31003418,0.381113241,0.564371917,0,0,0,0,0,0.123181955,0,0.095888151,0,0,0.285125734,0,0,0,0,0,0,0,0.303081172,0.235372177,0,0.120958176,0,0,0,0.209066729
30165,0.153713041,0,0.59548944,0.088183112,0,0,0,0,0,0.021319954,0.036162782,0,0,0.102163504,0.164495616,0,0,0,0,0,0,0,0.288509962,0.027158328,0,0.083740276,0,0,0,0.554830934
30178,0.302696449,0.238487831,0.219873024,0,0,0,0,0,0,0.209742248,0.050823369,0,0.159421888,0.263232091,0,0,0,0,0.041989729,0.143600389,0.059966798,0,0.110583671,0,0,0.029422259,0,0,0,0.169513564
30187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30363,0.393505384,0.31003418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30378,0.044716521,0,0.173233292,1.026130758,0,0,0,0,0,0.135199707,0.045864992,0.126291711,0.071934266,0.151168762,0.166902869,0.054045229,0,0,0,0.08639373,0.054116379,0,0.033265007,0,0,0.05310359,0,0,0,0.367141572
30392,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30451,0.098376346,0,0,0.987650855,0,0.199884671,0,0,0,0.117582775,0.199443221,0,0.044686438,0.067077048,0.051841043,0.033573551,0,0,0.047079393,0.026834416,0,0,0.144652378,0.128384824,0,0.032988593,0,0,0,0.45614559
30605,0,0,0,0,0,1.998846708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30766,0,0,0.476391552,0,0,0,1.054519233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30814,0.089433042,0,0.779549812,0,0,0,0,0,0,0.147818346,0.031341078,0.115065781,0,0.059027802,0.285125734,0,0,0,0.051787332,0.059035715,0.036979525,0,0.340966319,0.258909395,0,0.018143726,0,0,0,0.020906673
30833,0,0,0.381113241,0.846557876,0,0,0,0,0,0.233397388,0,0,0.31045315,0.233004483,0.090039705,0,0,0,0.081769471,0.093214287,0,0,0,0,0,0.114591956,0,0,0,0.066021072
30842,0.327921153,0,0.317594368,0,0,0,0,0,0,0.042639908,0,0,0,0.647035526,0,0,0,0,0.119509227,0.068118133,0.085337367,0,0,0.054316656,0,0.041870138,0,0,0,0
30859,0.454044674,0.119243916,0,0,0,0,0,0,0,0,0,0,0,0.885417035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30894,0.286931009,0,0.238195776,0.235154965,0,0,0,0,0,0.017322462,0.088146781,0,0.023041445,0.332031388,0.053461075,0.034622725,0,0,0,0.110691966,0.034668305,0.048570939,0.04262079,0.022066142,0,0.102058461,0,0,0,0.333200099
31129,0.442693557,0.15501709,0,0,0,0,0,0,0,0.158376799,0,0,0.210664637,0.505952591,0,0,0,0,0,0,0,0,0,0,0,0.155517655,0,0,0,0
31185,0,0,0,1.410929793,0,0,0,0,0,0.094352136,0.040009886,0.036723122,0.015687792,0.103612632,0.181995149,0.047145838,0,0,0,0,0,0,0.145092051,0.015023756,0,0.034743306,0,0,0,0.587166131
31191,0,1.550170902,0,0,0,0,0,0,0,0,0,0,0,0.442708518,0,0,0,0,0,0,0,0,0,0,1.626861053,0,0,0,0,0
31195,0.295129038,0,0.190556621,0.282185959,0,0,0,0,0,0.158376799,0,0,0.210664637,0.505952591,0,0,0,0,0,0,0,0,0,0,0,0.155517655,0,0,0,0
31226,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0.885417035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31248,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31280,0.245940865,0.775085451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31310,0.327921153,0.344482423,0,0,0,0.222094079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31311,0,0,0,0,0,1.998846708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31512,0.368911297,0,0,0,0,0,0,0.766006622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31537,0.49188173,0,0,0,0,0,0,0,0,0.102335778,0.086790677,0.053107284,0,0.217948809,0.026319299,0.068180135,0,0,0.023901845,0.16348352,0.034134947,0.047823694,0.23080797,0.043453325,0,0.100488331,0,0,0,0.135089271
31544,0.49188173,0,0,0,0,0,0,0,0,0.103129079,0,0.080278452,0,0.185319845,0.079569972,0,0,0,0,0.164750834,0,0,0.095153391,0.098527888,0,0.075950483,0,0.1048978,0,0.35006522
31585,0.081980288,0,0.158797184,0,0,0,1.406025644,0,0,0.123181955,0,0,0.163850274,0.590278023,0,0,0,0,0,0.196785718,0,0,0,0,0,0,0,0,0,0
31683,0.245940865,0,0,0,0,0.999423354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31789,0.245940865,0.775085451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31874,0,0,0,0,0,0,0,3.064026488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31880,0.295129038,0,0,0.564371917,0,0,0,0,0,0.085279815,0.096434085,0,0,0.090812004,0.087730995,0.056816779,0,0,0,0.136236266,0.170674733,0.159412313,0.104912714,0,0.083428772,0.055826851,0,0,0,0.418133457
31953,0,0.31003418,0.381113241,0,0,0.799538683,0,0,0,0.239117913,0.073743712,0.203057261,0.057829508,0.017361118,0.134176816,0,0,0,0,0.069453783,0.043505324,0,0.133712282,0.276908444,0,0.085382242,0,0,0,0.073788257
32072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32087,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32166,0,0.620068361,0.381113241,0,0,0,0,0.612805298,0,0,0,0,0,0.442708518,0,0,0,0,0,0,0,0,0,0,0,0.544311793,0,0,0,0
32168,0.245940865,0.775085451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32199,0.163960577,0,0,0,0,1.332564472,0,0,0,0.052792266,0.089545936,0.123284766,0.035110773,0.10540679,0,0,0,0,0,0,0,0,0.35720281,0.168122984,0.077469574,0,0,0,0,0.358400106
32284,0.245940865,0,0.357293664,0,0,0,0,0,0.346597419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32293,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32326,0.163960577,0,0,0.940619862,0,0,0,0,0,0.016067212,0.081759333,0,0.021371775,0.076992786,0.12396771,0,0,0,0.067548694,0.025667702,0.032156109,0,0.375557105,0.040934292,0,0.015777153,0,0,0,0.472672604
32430,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32596,0.295129038,0,0,0.564371917,0,0,0,0,0,0.127919723,0.072325564,0.066384105,0,0.170272507,0.065798246,0,0,0,0,0.204354399,0.085337367,0.239118469,0.209825427,0.162949969,0,0.083740276,0,0,0,0
32644,0.473663888,0.028706869,0.017644132,0,0,0,0,0,0,0,0,0,0,0.885417035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32869,0.061485216,1.356399539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738618125,0,0,1.035746638,0,0,0,0,0,0,0,0,0,0,0
32906,0,0,0,0,0,0,2.109038467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32999,0.184455649,0.387542725,0.119097888,0,0,0,0,0,0.693194837,0.415739098,0,0,0,0.442708518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156800046
33003,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0.442708518,0,0,0,0,0,0,0,0,0,0,0,0.544311793,0,0,0,0
33049,0,0.775085451,0.476391552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33054,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33181,0.327921153,0,0.317594368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33249,0.245940865,0.258361817,0,0,0,0,0.703012822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33254,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33346,0,1.550170902,0,0,0,0,0,0,0,0.554318798,0,0.86299336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33350,0.245940865,0,0.476391552,0,0,0,0,0,0,0.094352136,0.160039545,0.036723122,0,0.169547943,0.03639903,0,0,0,0,0,0,0,0.11607364,0.030047512,0,0.046324408,0,0,0,0.560476762
