fnid,main_road,inner_road,city_branch,urban_secondary,suburban_road,sidewalks,free_way,cycleway,not_built_road,TRANS,LODGING,SPORT,PUBLIC,COMPANY,HOSPITAL,BUSINESS,INDOOR,MOTO,GOVERN,CAR_SERVICE,CAR_REPAIR,CAR_SALE,LIFE,EDU,SHOPPING,TRANSIT,ROAD,FINANCE,ATTRACTION,FOOD_SERVICE
58786,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58787,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58967,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885417035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59296,0,0,0,0,0,0,0,0,0,0,0,0,0,0.590278023,0,0,0,0,0,0,0,0,0,0,0,0.362874528,0,0,0,0
59685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60381,0.327921153,0,0.317594368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60723,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60737,0,0,0,1.410929793,0,0,0,0,0,0,0,0,0,0.851362534,0,0,0,0,0,0,0,0,0,0.054316656,0,0,0,0,0,0
60745,0.032792115,0.206689454,0.063518874,0,0,1.465820919,0,0,0,0,0,0,1.474652462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60765,0,0,0,0,4.08984362,0,0,0,0,0,0,1.150657814,0,0.295139012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62172,0.245940865,0.775085451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62191,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65024,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3879,0,1.550170902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5047,0,1.550170902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5061,0.187383516,0,0.317594368,0,0,0.095183177,0,0,0.660185559,0.166295639,0,0,0,0,0,0,0,0,0.466085987,0,0,0,0.068193264,0.141223306,0,0.272155896,0,0,0,0.188160056
5303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5410,0,0.281849255,0.173233292,0.897864413,0,0,0,0,0,0.24636391,0.052235129,0.095888151,0.040962568,0.122974588,0.047520956,0.06155151,0.10163267,0,0,0,0,0,0.189425733,0.039228696,0.09038117,0.090718632,0,0,0,0.209066729
5656,0.245940865,0,0.476391552,0,0,0,0,0,0,0,0,1.725986721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5672,0.163960577,0,0.317594368,0.470309931,0,0,0,0,0,0,1.88046466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5673,0.163960577,0,0.635188736,0,0,0,0,0,0,0.05452316,1.017300554,0.028294864,0.024174631,0.014515033,0,0,0,0,0.101876718,0,0,0,0,0,0,0.035692577,0,0,0,0.329023048
6133,0.122970432,0.516723634,0.317594368,0,0,0,0,0,0.231064946,0.277159399,0.117529041,0.10787417,0.092165779,0.221354259,0,0.138490898,0,0,0,0,0,0,0,0,0,0.204116922,0,0,0,0.078400023
6475,0.098376346,1.240136721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6760,0,1.550170902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7201,0,0,0,0,0,1.998846708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7205,0,0,0.635188736,0.470309931,0,0,0,0,0,0.249443459,0,0.129449004,0.073732623,0.022135426,0.17107544,0,0,0,0,0,0,0,0.306869687,0.141223306,0,0.217724717,0,0,0,0
7556,0.122970432,0,0,0,0,1.499135031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8199,0.245940865,0,0.476391552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8258,0,1.550170902,0,0,0,0,0,0,0,1.108637595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8540,0,0,0.952783103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8553,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8632,0.122970432,0,0,0,0,1.499135031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8973,0,1.10726493,0,0.403122798,0,0,0,0,0,0.138579699,0,0,0.184331558,0.442708518,0,0,0,0,0,0.221383933,0.277346441,0,0,0,0,0,0,0,0,0
9278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9622,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9945,0.327921153,0,0,0.470309931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9962,0.163960577,0,0.317594368,0,0,0.666282236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10348,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10407,0.196752692,0,0.381113241,0.282185959,0,0,0,0,0,0.133036511,0.075218586,0,0.029493049,0.070833363,0.102645264,0,0,0,0,0.070842858,0.044375431,0.248683208,0.109109222,0.028244661,0.065074442,0.195952245,0,0,0,0.301056089
10421,0,0,0.635188736,0.470309931,0,0,0,0,0,0.267602178,0.064843609,0,0,0.122126488,0,0.076408772,0,0,0,0,0,0,0.070544756,0.024348846,0,0.093846861,0,0,0,0.49743463
10426,0.054653526,0.344482423,0.264661973,0.156769977,0,0.555235197,0,0,0,0.092386466,0.022386484,0.020547461,0.035110773,0.042162716,0.224027362,0,0,0,0.092477378,0,0,0,0.308493336,0.184935282,0,0.064799023,0,0,0,0.26880008
10660,0,0,0,1.410929793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10681,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10767,0.140537637,1.10726493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11389,0,1.550170902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11411,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11499,0.015867153,0.100011026,0.046102408,0.045513864,0,1.644212615,0,0,0,0.05627602,0.009545506,0.20151114,0.044913273,0.026967016,0.06947226,0,0.055717403,0,0,0.00899021,0.0112628,0.015779391,0.214618394,0.064518262,0.049549068,0.116046169,0,0,0,0.464828564
11745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11844,0.105403228,0.442905972,0.136111872,0.201561399,0,0.428324295,0,0,0,0.158376799,0,0,0,0.126488148,0,0,0,0,0,0,0,0,0.194837897,0.201747581,0,0.466552965,0,0,0,0
11862,0.207108097,0.530321624,0,0,0,0.263006146,0,0.322529104,0,0,0,0,0.368663115,0,0,0,0,0,0,0,0,0,0,0.353058266,0,0.544311793,0,0,0,0
12457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12463,0,1.550170902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12594,0.245940865,0.352311569,0,0,0,0.272570006,0.287596155,0,0,0.443455038,0,0,0.589860985,0,0,0,0,0,0,0,0,0,0,0,0,0.217724717,0,0,0,0
12608,0,0,0.816671232,0,0,0.28554953,0,0,0,0.277159399,0,0.053937085,0.092165779,0.027669282,0,0.069245449,0.114336754,0,0.145651871,0,0,0,0.12786237,0,0,0.102058461,0,0,0,0.352800105
12835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12897,0,1.550170902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13269,0.065584231,0.103344727,0.190556621,0.376247945,0,0.666282236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13312,0.111791302,0.704623137,0,0,0,0.363426674,0.287596155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13639,0.012612352,0.357731747,0.073291008,0,0,1.332564472,0,0,0,0.332591279,0,0,0.147465246,0,0,0,0,0,0,0,0,0,0.272773055,0.282446613,0,0,0,0,0.447651118,0.125440037
13700,0.111791302,0.070462314,0.389774906,0,0,0.454283343,0.19173077,0,0,0.124721729,0.070517425,0.064724502,0.110598935,0.011067713,0.10692215,0,0,0,0.058260748,0.221383933,0.110938576,0.077713502,0.170483159,0.05295874,0,0.122470153,0,0,0,0.188160056
13879,0.028934219,1.367797854,0,0.08299587,0,0,0,0,0,0,1.316325262,0,0,0.088541704,0,0,0,0,0.155361996,0,0,0,0.068193264,0,0,0.054431179,0,0,0,0
13902,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13985,0.286931009,0.064590454,0.357293664,0,0,0,0,0,0,0.263961332,0,0,0.210664637,0,0.081464495,0,0,0,0.221945708,0.084336736,0,0,0.129891931,0.067249194,0,0.051839218,0,0.214790733,0,0.179200053
14010,0.130203987,0.455932618,0.11209213,0.041497935,0,0.587896091,0,0,0,0.086387345,0.061054047,0.05603853,0.009575665,0.034496768,0.077761564,0,0.023758286,0,0.020176883,0.034501392,0.014407607,0.020185325,0.203694165,0.10087379,0,0.028275937,0,0,0,0.586472901
14054,0.368911297,0.387542725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14267,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14339,0.295129038,0,0,0.282185959,0,0,0,0,0.55455587,0,0,0,0,0.295139012,0,0.738618125,0,0,0,0,0,0,0,0,0,0.362874528,0,0,0,0
14350,0.327921153,0.387542725,0.079398592,0,0,0,0,0,0,0.139828165,0.033882246,0.06219772,0.013285157,0.159534601,0.077061009,0.059887956,0,0,0.125969186,0.015955599,0,0,0.221167342,0.30534769,0,0.068651938,0,0,0,0.033902713
14418,0.061485216,0.387542725,0.039699296,0.176366224,0,0.499711677,0.439383014,0,0,0.195641929,0,0.050764315,0.043372131,0.078125033,0,0.065172187,0.107611062,0,0.685420569,0,0,0,0,0,0,0.160091704,0,0,0,0.036894129
14609,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14718,0.131168461,0,0,0.188123972,0,0.999423354,0,0.306402649,0,0.153799435,0,0.009976802,0,0.31219907,0.009888754,0.102467254,0,0,0,0.010237407,0,0,0.015767229,0.081631969,0.018807642,0.069218841,0,0,0,0.384296068
14749,0.286931009,0.032295227,0,0,0,0.374783758,0,0,0.577662365,0.0791884,0,0.030821191,0.02633308,0.411086481,0,0.079137656,0,0,0.027743214,0.063252552,0,0,0.048709474,0.126092238,0,0.077758828,0,0.080546525,0,0.156800046
14784,0,0,0.79398592,0,0,0.333141118,0,0,0,0.160931264,0.151650376,0.027838495,0.023784717,0.04284276,0.082778439,0.035739587,0,0,0.150350318,0,0,0,0.197980443,0.022777953,0,0.263376674,0,0,0,0.161858112
14949,0.122970432,0,0.238195776,0.705464896,0,0,0,0,0,0.065213976,0.110615568,0,0.173488525,0,0.100632612,0.391033125,0,0,0.639725864,0,0,0,0,0,0,0.064036681,0,0,0.263324187,0
15070,0.147564519,0.620068361,0.190556621,0,0,0.199884671,0,0,0,0.554318798,0,0.43149668,0.368663115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15109,0.278020108,0.404392409,0.041425352,0,0,0.260719136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.941488709,0,0.362874528,0,0,0,0
15123,0.163960577,0.516723634,0.141153052,0.052256659,0,0,0.078112536,0.340447388,0,0.024820245,0.042099955,0.103043983,0.033014607,0.072683488,0.025533648,0.04960868,0,0,0,0.013216951,0.016557996,0.046396121,0.122137189,0.031617158,0,0.016248113,0,0,0,0.748895744
15310,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15658,0.245940865,0,0,0,0,0.999423354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15689,0,0,0,0,0,1.998846708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15766,0.267021511,0.31003418,0,0,0,0.513989154,0,0,0,0,0,0,0,0.136218005,0.789578955,0,0,0,0.119509227,0,0,0,0.104912714,0.108633313,0,0.167480552,0,0,0,0
15793,0,1.550170902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15860,0.196752692,0.232525635,0.238195776,0.141092979,0,0.199884671,0,0,0,0.093852918,0.119394582,0.146115278,0.023407182,0.004684746,0.117670938,0.058620486,0,0,0.139743594,0.037482994,0.046958128,0,0.18040546,0.022416398,0,0.080638784,0,0,0,0.371674184
16141,0.030742608,0.387542725,0,0.088183112,0,1.249279193,0,0,0,0.130427952,0,0,0,0.642361378,0,0,0,0,0.030463136,0,0,0,0.026742456,0.083072533,0,0.064036681,0,0,0,0
16194,0.122970432,0,0.714587328,0,0,0,0,0,0,0.106146153,0.06001483,0.018361561,0.047063376,0.02825799,0.163795634,0.047145838,0,0,0.099167231,0,0,0,0.188619666,0.240380096,0,0.092648816,0,0,0,0.280238381
16580,0.253874441,0.050005513,0.061469878,0,0,0.32239463,0.408200994,0,0.089444495,0.142539119,0.026863781,0.147941719,0.063199391,0.050595259,0.17107544,0,0.10453646,0,0.022194571,0,0,0,0.272773055,0.020174758,0,0.015551766,0,0,0,0.376320111
16717,0.163960577,1.033447268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17188,0.06863466,0,0.022157747,0,0,1.580483444,0,0.07125643,0.064483241,0.369545865,0,0,0.491550821,0,0,0.738618125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17198,0.351344093,0,0.272223744,0,0,0,0,0,0,0.112742806,0,0,0.049988219,0.045021205,0.115983349,0.037556854,0,0,0.052665083,0.090054481,0.037606297,0,0.115581803,0.023936154,0,0.055353742,0,0,0,0.595308651
17244,0.163960577,0,0.158797184,0,0,0.999423354,0,0,0,0.302355708,0,0.784539418,0.201088972,0,0,0,0,0,0,0,0,0,0,0.128384824,0,0.04948289,0,0,0,0
17293,0,0,0.635188736,0.470309931,0,0,0,0,0,0.209742248,0.050823369,0,0.039855472,0,0.184946422,0,0,0,0.083979457,0,0,0,0.258028566,0.152673845,0,0.147111295,0,0,0,0.203416276
17466,0,1.550170902,0,0,0,0,0,0,0,0,0,0,0,0.295139012,0,0,0,0,0,0,0,0,0.454621759,0.470744355,0,0,0,0,0,0
17582,0.163960577,0,0.063518874,0.094061986,0,0.399769342,0.703012822,0,0,0.302355708,0,0,0.134059315,0,0,0,0,0,0.141238178,0,0,0,0.247975505,0,0,0.296897341,0,0,0,0.114036397
17605,0,0,0.952783103,0,0,0,0,0,0,0.25196309,0,0.156907884,0,0.160984915,0.077761564,0,0,0,0.070619089,0,0,0,0.309969381,0.128384824,0.147896459,0,0,0,0,0.057018199
17623,0.191287339,0.086120606,0.105864789,0,0,0.222094079,0.703012822,0,0,0.554318798,0,0,0.737326231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18316,0.215198257,0,0.29774472,0,0,0.249855839,0.263629808,0,0,0.554318798,0,0,0.737326231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18317,0.262336923,0.31003418,0.063518874,0,0,0,0.421807693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18338,0.070268819,0.664358958,0,0,0,0,0,1.313154209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18347,0.049188173,0,0.476391552,0.564371917,0,0,0,0,0,0.151177854,0,0.033623118,0.009575665,0.367965521,0.033326384,0.043165994,0,0,0.090795971,0.05750232,0.043222822,0.040370651,0.106275216,0.064192412,0.021128066,0.106034765,0,0,0,0.040727285
18362,0.281075274,0,0.272223744,0.201561399,0,0,0,0,0,0.277159399,0.078352694,0.035958057,0.122887705,0,0.035640717,0.046163633,0.076224502,0,0.097101247,0,0,0,0.170483159,0.176529133,0,0.22679658,0,0,0,0.026133341
18372,0.327921153,0,0,0,0,0,0.703012822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18503,0.163960577,1.033447268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18608,0.327921153,0,0.317594368,0,0,0,0,0,0,0.241008173,0,0.075042901,0.256461298,0,0.074380626,0,0,0,0,0.077003107,0,0,0.237193961,0.122802875,0,0.141994381,0,0,0,0.109078293
18613,0.174538678,0.400044104,0,0.182055457,0,0.515831409,0,0,0,0.108159765,0.045864992,0,0,0.043191075,0.125177151,0,0,0,0.03789317,0.129590595,0.054116379,0,0.166325034,0.447781215,0,0.212414358,0,0,0,0
18707,0.393505384,0,0.127037747,0.094061986,0,0,0,0,0,0.096683511,0.010932934,0.020069613,0.025720682,0.195615391,0.019892493,0.012882874,0,0,0.018065348,0.525143282,0.103198676,0.036145815,0.095153391,0.041053287,0.018916989,0.044304448,0,0,0,0.160446559
18715,0.049188173,0,0.285834931,0.282185959,0,0.399769342,0.421807693,0,0,0.300647483,0.063744565,0,0.099976438,0.015007068,0.173975024,0,0.062013154,0,0.052665083,0.03001816,0.037606297,0,0.115581803,0.191489229,0,0.184512472,0,0,0,0.042522046
18752,0,0,0,0,0,0,2.109038467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19045,0.227022337,0,0.073291008,0,0,0.461272317,0.486701185,0,0,0.173224624,0,0.053937085,0.092165779,0.027669282,0.10692215,0,0,0,0.291303742,0,0,0,0.08524158,0.044132283,0,0.102058461,0,0,0,0.352800105
19063,0,0,0.762226483,0.282185959,0,0,0,0,0,0.121343418,0.065488819,0.008586999,0,0.33918961,0.025533648,0.09921736,0,0,0.069565073,0.044056504,0.011038664,0,0.10856639,0.098364492,0,0.054160377,0,0.022440823,0,0.162260745
19110,0.245940865,0.258361817,0,0,0,0,0.703012822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19339,0.245940865,0,0.317594368,0.235154965,0,0,0,0,0,0.107554394,0.028066637,0.051521992,0.011004869,0.026430359,0.204269182,0.016536227,0,0,0.104347609,0.013216951,0.016557996,0,0.366411567,0.284554423,0,0.064992453,0,0.033661234,0,0.093611968
19343,0.327921153,0,0,0.470309931,0,0,0,0,0,0.038228883,0,0,0,0,0,0,0,0,0.56251757,0,0,0,0.188119348,0.438279227,0,0.168924349,0,0,0,0
19576,0.281075274,0.442905972,0,0,0.584263374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19597,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19747,0.245940865,0.387542725,0,0,0,0.499711677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19765,0.084807195,0.053454169,0.03285459,0.097305503,0,0.48248024,0.945431037,0,0,0.073909173,0.062682155,0.057532891,0.098310164,0,0.114050294,0,0.121959204,0,0,0.059035715,0,0,0.363697407,0.047074435,0.108457404,0.145149811,0,0,0,0.250880074
19835,0,0,0,0,0,0,2.109038467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19839,0.273267628,0,0.105864789,0.313539954,0,0,0.234337607,0,0,0.144604904,0,0,0,0.346467535,0,0.096341495,0,0,0.135097388,0.077003107,0,0,0,0,0,0.04733146,0,0,0,0.32723488
19929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20172,0.245940865,0.775085451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20385,0.245940865,0,0,0,0,0,0.790889425,0,0.346597419,0,0,0,1.474652462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20525,0,0.775085451,0,0,0,0.999423354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20535,0.163960577,0,0.317594368,0,0,0.666282236,0,0,0,0,0,0,0.737326231,0.442708518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20827,0.445586979,0.054711914,0,0,0,0.117579218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20872,0,0,0,0,0,0,0,3.064026488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21107,0.393505384,0,0,0.282185959,0,0,0,0,0,0.095130619,0.043443078,0.091141213,0.048668398,0.102275895,0.022584217,0.007313051,0.012075169,0,0.010254917,0,0,0,0.486130197,0.172450902,0.010738357,0.043113805,0,0,0,0.178017214
21112,0,0,0.952783103,0,0,0,0,0,0,0.116698694,0.032990608,0.030280469,0.103484383,0.077668161,0.090039705,0.038874638,0,0,0.190795433,0,0,0,0.143564766,0,0,0.095493297,0,0,0.078535284,0.374119409
21144,0.054653526,0.172241211,0.423459157,0.470309931,0,0,0,0,0,0.081119824,0.149061223,0.052621546,0.017983567,0.064786612,0.031294288,0.067556536,0,0,0.009473292,0.010799216,0,0,0.299385061,0,0.039679538,0.126121025,0,0.027503691,0,0.397736703
21206,0.105403228,0.110726493,0.102083904,0,0,0.571099059,0.602582419,0,0.099027834,0.277159399,0,0,0.122887705,0.073784753,0,0.369309062,0,0,0.12946833,0,0,0,0.11365544,0.117686089,0,0.181437264,0,0,0,0
21350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21507,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0.885417035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21530,0,0,0.952783103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21716,0.49188173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21820,0,0.442905972,0.544447488,0.201561399,0,0,0,0,0,0.114686648,0.038906165,0,0.020340034,0.073275893,0.09438645,0.015281754,0,0,0.075002343,0,0,0,0.300990957,0.009739538,0.022439463,0.082585237,0,0,0,0.449853926
21863,0.218614102,0,0.423459157,0,0,0.222094079,0,0,0,0.158376799,0,0,0,0,0,0,0,0,0,0,0.316967361,0.444077157,0,0,0,0.62207062,0,0,0,0
